,date,Gross Sales,Discounts,Net Sales,Tax,Total Collected,Cash,Card,PayPay
5834,2019-02-14,232,0,232,18,250,250,0,0
5835,2019-02-14,1723,0,1723,137,1860,1860,0,0
5836,2019-02-14,954,0,954,76,1030,1030,0,0
5837,2019-02-14,334,0,334,26,360,360,0,0
5838,2019-02-14,658,0,658,52,710,710,0,0
5839,2019-02-14,788,0,788,62,850,850,0,0
5840,2019-02-14,1973,0,1973,157,2130,2130,0,0
5841,2019-02-14,1001,0,1001,79,1080,1080,0,0
5842,2019-02-14,389,0,389,31,420,420,0,0
5843,2019-02-14,1232,0,1232,98,1330,1330,0,0
5844,2019-02-14,1260,0,1260,100,1360,1360,0,0
5845,2019-02-14,788,0,788,62,850,850,0,0
5846,2019-02-14,1047,0,1047,83,1130,1130,0,0
5847,2019-02-14,602,0,602,48,650,650,0,0
5848,2019-02-15,723,0,723,57,780,780,0,0
5849,2019-02-15,1084,0,1084,86,1170,1170,0,0
5850,2019-02-15,593,0,593,47,640,640,0,0
5851,2019-02-15,528,0,528,42,570,570,0,0
5852,2019-02-15,871,0,871,69,940,940,0,0
5853,2019-02-15,389,0,389,31,420,420,0,0
5854,2019-02-15,1732,0,1732,138,1870,1870,0,0
5855,2019-02-15,306,0,306,24,330,330,0,0
5856,2019-02-15,1278,0,1278,102,1380,1380,0,0
5857,2019-02-15,834,0,834,66,900,900,0,0
5858,2019-02-15,760,0,760,60,820,820,0,0
5859,2019-02-15,-389,0,-389,-31,-420,-420,0,0
5860,2019-02-15,445,0,445,35,480,480,0,0
5861,2019-02-15,426,0,426,34,460,460,0,0
5862,2019-02-15,991,0,991,79,1070,1070,0,0
5863,2019-02-15,130,0,130,10,140,140,0,0
5864,2019-02-15,769,0,769,61,830,830,0,0
5865,2019-02-15,288,0,288,22,310,310,0,0
5866,2019-02-15,306,0,306,24,330,330,0,0
5867,2019-02-15,788,0,788,62,850,850,0,0
5868,2019-02-15,1352,0,1352,108,1460,1460,0,0
5869,2019-02-15,259,0,259,11,270,270,0,0
5870,2019-02-15,1028,0,1028,82,1110,1110,0,0
5871,2019-02-15,732,0,732,58,790,790,0,0
5872,2019-02-15,814,0,814,56,870,870,0,0
5873,2019-02-15,758,0,758,42,800,800,0,0
5874,2019-02-15,695,0,695,55,750,750,0,0
5875,2019-02-15,908,0,908,72,980,980,0,0
5876,2019-02-15,584,0,584,46,630,630,0,0
5877,2019-02-15,1001,0,1001,79,1080,1080,0,0
5878,2019-02-15,760,0,760,60,820,820,0,0
5879,2019-02-15,288,0,288,22,310,310,0,0
5880,2019-02-15,658,0,658,52,710,710,0,0
5881,2019-02-15,908,0,908,72,980,0,980,0
5882,2019-02-15,519,0,519,41,560,560,0,0
5883,2019-02-15,232,0,232,18,250,250,0,0
5884,2019-02-15,917,0,917,73,990,990,0,0
5885,2019-02-15,1917,0,1917,153,2070,2070,0,0
5886,2019-02-15,766,-82,684,54,738,738,0,0
5887,2019-02-15,528,0,528,42,570,570,0,0
5888,2019-02-15,1010,0,1010,80,1090,1090,0,0
5889,2019-02-15,862,0,862,68,930,930,0,0
5890,2019-02-15,362,0,362,28,390,390,0,0
5891,2019-02-15,1084,0,1084,86,1170,1170,0,0
5892,2019-02-15,672,0,672,53,725,725,0,0
5893,2019-02-15,269,0,269,21,290,290,0,0
5894,2019-02-15,908,0,908,72,980,980,0,0
5895,2019-02-15,908,0,908,72,980,980,0,0
5896,2019-02-15,788,0,788,62,850,850,0,0
5897,2019-02-15,306,0,306,24,330,330,0,0
5898,2019-02-15,991,0,991,79,1070,1070,0,0
5899,2019-02-15,167,0,167,13,180,180,0,0
5900,2019-02-15,232,0,232,18,250,250,0,0
5901,2019-02-15,288,0,288,22,310,310,0,0
5902,2019-02-15,463,0,463,37,500,500,0,0
5903,2019-02-15,528,0,528,42,570,570,0,0
5904,2019-02-15,436,0,436,34,470,470,0,0
5905,2019-02-15,352,0,352,28,380,380,0,0
5906,2019-02-15,1806,0,1806,144,1950,1950,0,0
5907,2019-02-15,417,0,417,33,450,450,0,0
5908,2019-02-15,547,0,547,43,590,590,0,0
5909,2019-02-15,584,0,584,46,630,630,0,0
5910,2019-02-15,1815,0,1815,145,1960,1960,0,0
5911,2019-02-15,371,0,371,29,400,400,0,0
5912,2019-02-15,380,0,380,30,410,410,0,0
5913,2019-02-15,741,0,741,59,800,800,0,0
5914,2019-02-15,232,0,232,18,250,0,250,0
5915,2019-02-15,334,0,334,26,360,360,0,0
5916,2019-02-15,556,0,556,44,600,600,0,0
5917,2019-02-15,1075,0,1075,85,1160,1160,0,0
5918,2019-02-15,519,0,519,41,560,560,0,0
5919,2019-02-15,528,0,528,42,570,570,0,0
5920,2019-02-15,1001,0,1001,79,1080,1080,0,0
5921,2019-02-15,686,0,686,54,740,740,0,0
5922,2019-02-15,797,0,797,63,860,860,0,0
5923,2019-02-15,278,0,278,22,300,300,0,0
5924,2019-02-15,788,0,788,62,850,850,0,0
5925,2019-02-15,213,0,213,17,230,230,0,0
5926,2019-02-15,454,0,454,36,490,490,0,0
5927,2019-02-15,612,0,612,48,660,660,0,0
5928,2019-02-15,499,-106,393,31,424,424,0,0
5929,2019-02-15,584,0,584,46,630,630,0,0
5930,2019-02-15,1161,0,1161,39,1200,1200,0,0
5931,2019-02-15,269,0,269,21,290,290,0,0
5932,2019-02-15,112,0,112,8,120,120,0,0
5933,2019-02-15,1047,0,1047,83,1130,1130,0,0
5934,2019-02-15,1084,0,1084,86,1170,1170,0,0
5935,2019-02-15,371,0,371,29,400,400,0,0
5936,2019-02-15,565,0,565,45,610,610,0,0
5937,2019-02-15,998,-212,786,62,848,848,0,0
5938,2019-02-15,112,0,112,8,120,120,0,0
5939,2019-02-15,1038,0,1038,82,1120,1120,0,0
5940,2019-02-15,510,0,510,40,550,550,0,0
5941,2019-02-15,343,0,343,27,370,370,0,0
5942,2019-02-15,278,0,278,22,300,300,0,0
5943,2019-02-15,871,0,871,69,940,940,0,0
5944,2019-02-15,926,0,926,74,1000,1000,0,0
5945,2019-02-15,1815,0,1815,145,1960,1960,0,0
5946,2019-02-15,121,0,121,9,130,130,0,0
5947,2019-02-15,630,0,630,50,680,680,0,0
5948,2019-02-15,1575,0,1575,125,1700,1700,0,0
5949,2019-02-15,732,0,732,58,790,790,0,0
5950,2019-02-15,1315,0,1315,105,1420,1420,0,0
5951,2019-02-15,547,0,547,43,590,590,0,0
5952,2019-02-15,741,0,741,59,800,800,0,0
5953,2019-02-15,277,0,277,13,290,290,0,0
5954,2019-02-15,380,0,380,30,410,410,0,0
5955,2019-02-15,1195,0,1195,95,1290,1290,0,0
5956,2019-02-15,482,0,482,38,520,520,0,0
5957,2019-02-15,908,0,908,72,980,980,0,0
5958,2019-02-15,1815,0,1815,145,1960,1960,0,0
5959,2019-02-15,371,0,371,29,400,400,0,0
5960,2019-02-15,575,0,575,45,620,620,0,0
5961,2019-02-15,1241,0,1241,99,1340,1340,0,0
5962,2019-02-15,658,0,658,52,710,710,0,0
5963,2019-02-15,1186,0,1186,94,1280,1280,0,0
5964,2019-02-15,473,0,473,37,510,510,0,0
5965,2019-02-15,908,0,908,72,980,980,0,0
5966,2019-02-15,778,0,778,62,840,840,0,0
5967,2019-02-15,1538,0,1538,122,1660,1660,0,0
5968,2019-02-15,491,0,491,39,530,530,0,0
5969,2019-02-15,510,0,510,40,550,550,0,0
5970,2019-02-15,556,0,556,44,600,600,0,0
5971,2019-02-15,917,0,917,73,990,990,0,0
5972,2019-02-15,908,0,908,72,980,0,980,0
5973,2019-02-15,260,0,260,20,280,280,0,0
5974,2019-02-15,1751,0,1751,139,1890,1890,0,0
5975,2019-02-15,834,0,834,66,900,900,0,0
5976,2019-02-15,232,0,232,18,250,250,0,0
5977,2019-02-15,760,0,760,60,820,820,0,0
5978,2019-02-15,1288,0,1288,102,1390,1390,0,0
5979,2019-02-15,538,0,538,42,580,580,0,0
5980,2019-02-15,241,0,241,19,260,260,0,0
5981,2019-02-16,1408,0,1408,112,1520,1520,0,0
5982,2019-02-16,908,0,908,72,980,980,0,0
5983,2019-02-16,1815,0,1815,145,1960,1960,0,0
5984,2019-02-16,112,0,112,8,120,120,0,0
5985,2019-02-16,547,0,547,43,590,590,0,0
5986,2019-02-16,1009,-108,901,71,972,972,0,0
5987,2019-02-16,399,0,399,31,430,430,0,0
5988,2019-02-16,1815,0,1815,145,1960,1960,0,0
5989,2019-02-16,1010,0,1010,80,1090,1090,0,0
5990,2019-02-16,408,0,408,32,440,440,0,0
5991,2019-02-16,315,0,315,25,340,340,0,0
5992,2019-02-16,584,0,584,46,630,630,0,0
5993,2019-02-16,501,0,501,39,540,540,0,0
5994,2019-02-16,1093,0,1093,87,1180,1180,0,0
5995,2019-02-16,963,0,963,77,1040,1040,0,0
5996,2019-02-16,1815,0,1815,145,1960,1960,0,0
5997,2019-02-16,954,0,954,76,1030,1030,0,0
5998,2019-02-16,-908,0,-908,-72,-980,-980,0,0
5999,2019-02-16,908,0,908,72,980,980,0,0
6000,2019-02-16,1167,0,1167,93,1260,1260,0,0
6001,2019-02-16,334,0,334,26,360,360,0,0
6002,2019-02-16,297,0,297,23,320,320,0,0
6003,2019-02-16,288,0,288,22,310,310,0,0
6004,2019-02-16,334,0,334,26,360,360,0,0
6005,2019-02-16,732,0,732,58,790,790,0,0
6006,2019-02-16,500,0,500,40,540,540,0,0
6007,2019-02-16,306,0,306,24,330,330,0,0
6008,2019-02-16,269,0,269,21,290,290,0,0
6009,2019-02-16,1815,0,1815,145,1960,1960,0,0
6010,2019-02-16,676,0,676,54,730,730,0,0
6011,2019-02-16,630,0,630,50,680,680,0,0
6012,2019-02-16,292,0,292,23,315,315,0,0
6013,2019-02-16,1260,0,1260,100,1360,1360,0,0
6014,2019-02-16,240,0,240,10,250,250,0,0
6015,2019-02-16,1158,0,1158,92,1250,0,1250,0
6016,2019-02-16,232,0,232,18,250,250,0,0
6017,2019-02-16,362,0,362,28,390,390,0,0
6018,2019-02-16,899,0,899,71,970,970,0,0
6019,2019-02-16,751,0,751,59,810,0,810,0
6020,2019-02-16,371,0,371,29,400,400,0,0
6021,2019-02-16,621,0,621,49,670,670,0,0
6022,2019-02-16,769,0,769,61,830,830,0,0
6023,2019-02-16,778,0,778,62,840,840,0,0
6024,2019-02-16,1815,0,1815,145,1960,1960,0,0
6025,2019-02-16,232,0,232,18,250,250,0,0
6026,2019-02-16,862,0,862,68,930,930,0,0
6027,2019-02-16,1278,0,1278,102,1380,1380,0,0
6028,2019-02-16,908,0,908,72,980,980,0,0
6029,2019-02-16,426,0,426,34,460,460,0,0
6030,2019-02-16,815,0,815,65,880,880,0,0
6031,2019-02-16,1388,0,1388,102,1490,0,1490,0
6032,2019-02-16,630,0,630,50,680,680,0,0
6033,2019-02-16,722,0,722,48,770,770,0,0
6034,2019-02-16,630,0,630,50,680,680,0,0
6035,2019-02-16,204,0,204,16,220,220,0,0
6036,2019-02-16,769,0,769,61,830,830,0,0
6037,2019-02-16,425,0,425,25,450,450,0,0
6038,2019-02-16,778,0,778,62,840,840,0,0
6039,2019-02-16,797,0,797,63,860,860,0,0
6040,2019-02-16,362,0,362,28,390,390,0,0
6041,2019-02-16,768,0,768,52,820,820,0,0
6042,2019-02-16,1323,0,1323,97,1420,1420,0,0
6043,2019-02-16,607,0,607,48,655,655,0,0
6044,2019-02-16,1176,0,1176,94,1270,1270,0,0
6045,2019-02-16,1232,0,1232,98,1330,1330,0,0
6046,2019-02-16,2001,0,2001,159,2160,2160,0,0
6047,2019-02-16,473,0,473,37,510,510,0,0
6048,2019-02-16,815,0,815,65,880,880,0,0
6049,2019-02-16,899,0,899,71,970,970,0,0
6050,2019-02-16,917,0,917,73,990,990,0,0
6051,2019-02-16,584,0,584,46,630,630,0,0
6052,2019-02-16,528,0,528,42,570,570,0,0
6053,2019-02-16,749,0,749,51,800,800,0,0
6054,2019-02-16,352,0,352,28,380,380,0,0
6055,2019-02-16,1815,0,1815,145,1960,1960,0,0
6056,2019-02-16,778,0,778,62,840,840,0,0
6057,2019-02-16,472,0,472,28,500,500,0,0
6058,2019-02-16,2278,0,2278,182,2460,2460,0,0
6059,2019-02-16,649,0,649,51,700,700,0,0
6060,2019-02-16,408,0,408,32,440,440,0,0
6061,2019-02-16,788,0,788,62,850,850,0,0
6062,2019-02-16,639,0,639,51,690,690,0,0
6063,2019-02-16,1760,0,1760,140,1900,1900,0,0
6064,2019-02-16,528,0,528,42,570,570,0,0
6065,2019-02-16,426,0,426,34,460,460,0,0
6066,2019-02-16,528,0,528,42,570,570,0,0
6067,2019-02-16,297,0,297,23,320,320,0,0
6068,2019-02-16,751,0,751,59,810,810,0,0
6069,2019-02-16,2130,0,2130,170,2300,2300,0,0
6070,2019-02-16,1575,0,1575,125,1700,1700,0,0
6071,2019-02-16,1575,0,1575,125,1700,1700,0,0
6072,2019-02-16,1575,0,1575,125,1700,1700,0,0
6073,2019-02-16,1065,0,1065,85,1150,1150,0,0
6074,2019-02-16,1065,0,1065,85,1150,1150,0,0
6075,2019-02-16,695,0,695,55,750,750,0,0
6076,2019-02-16,510,0,510,40,550,550,0,0
6077,2019-02-16,547,0,547,43,590,590,0,0
6078,2019-02-16,454,0,454,36,490,490,0,0
6079,2019-02-16,760,0,760,60,820,820,0,0
6080,2019-02-16,732,0,732,58,790,790,0,0
6081,2019-02-16,2001,0,2001,159,2160,0,2160,0
6082,2019-02-16,1158,0,1158,92,1250,1250,0,0
6083,2019-02-16,538,0,538,42,580,580,0,0
6084,2019-02-16,635,0,635,50,685,685,0,0
6085,2019-02-16,667,0,667,53,720,0,720,0
6086,2019-02-16,602,0,602,48,650,650,0,0
6087,2019-02-16,232,0,232,18,250,250,0,0
6088,2019-02-16,556,0,556,44,600,600,0,0
6089,2019-02-16,260,0,260,20,280,280,0,0
6090,2019-02-16,2389,0,2389,191,2580,2580,0,0
6091,2019-02-16,352,0,352,28,380,380,0,0
6092,2019-02-16,741,0,741,59,800,800,0,0
6093,2019-02-16,389,0,389,31,420,420,0,0
6094,2019-02-16,102,0,102,8,110,110,0,0
6095,2019-02-16,1908,0,1908,152,2060,2060,0,0
6096,2019-02-16,417,0,417,33,450,450,0,0
6097,2019-02-16,584,0,584,46,630,630,0,0
6098,2019-02-16,260,0,260,20,280,280,0,0
6099,2019-02-16,649,0,649,51,700,700,0,0
6100,2019-02-16,602,0,602,48,650,650,0,0
6101,2019-02-16,250,0,250,20,270,270,0,0
6102,2019-02-16,195,0,195,15,210,210,0,0
6103,2019-02-16,769,0,769,61,830,830,0,0
6104,2019-02-16,325,0,325,25,350,350,0,0
6105,2019-02-16,695,0,695,55,750,750,0,0
6106,2019-02-16,593,0,593,47,640,640,0,0
6107,2019-02-16,139,0,139,11,150,150,0,0
6108,2019-02-16,788,0,788,62,850,850,0,0
6109,2019-02-16,565,0,565,45,610,610,0,0
6110,2019-02-16,1389,0,1389,111,1500,1500,0,0
6111,2019-02-16,1371,0,1371,109,1480,1480,0,0
6112,2019-02-16,649,0,649,51,700,700,0,0
6113,2019-02-16,288,0,288,22,310,310,0,0
6114,2019-02-16,426,0,426,34,460,460,0,0
6115,2019-02-16,251,0,251,19,270,270,0,0
6116,2019-02-16,1667,0,1667,133,1800,1800,0,0
6117,2019-02-16,1065,0,1065,85,1150,1150,0,0
6118,2019-02-16,250,0,250,20,270,270,0,0
6119,2019-02-16,1815,0,1815,145,1960,1960,0,0
6120,2019-02-16,213,0,213,17,230,230,0,0
6121,2019-02-16,1100,0,1100,70,1170,1170,0,0
6122,2019-02-16,1114,-234,880,56,936,936,0,0
6123,2019-02-16,575,0,575,45,620,620,0,0
6124,2019-02-16,-1100,0,-1100,-70,-1170,-1170,0,0
6125,2019-02-16,371,0,371,29,400,400,0,0
6126,2019-02-16,788,0,788,62,850,850,0,0
6127,2019-02-16,1889,0,1889,151,2040,2040,0,0
6128,2019-02-16,954,0,954,76,1030,1030,0,0
6129,2019-02-16,426,0,426,34,460,460,0,0
6130,2019-02-16,269,0,269,21,290,290,0,0
6131,2019-02-16,2510,0,2510,200,2710,2710,0,0
6132,2019-02-16,1575,0,1575,125,1700,1700,0,0
6133,2019-02-16,260,0,260,20,280,280,0,0
6134,2019-02-16,667,0,667,53,720,720,0,0
6135,2019-02-16,658,0,658,52,710,710,0,0
6136,2019-02-16,102,0,102,8,110,110,0,0
6137,2019-02-16,1575,0,1575,125,1700,1700,0,0
6138,2019-02-16,1676,0,1676,134,1810,1810,0,0
6139,2019-02-16,1575,0,1575,125,1700,1700,0,0
6140,2019-02-16,788,0,788,62,850,850,0,0
6141,2019-02-16,1491,0,1491,119,1610,1610,0,0
6142,2019-02-16,371,0,371,29,400,400,0,0
6143,2019-02-16,788,0,788,62,850,850,0,0
6144,2019-02-16,788,0,788,62,850,850,0,0
6145,2019-02-16,695,0,695,55,750,750,0,0
6146,2019-02-16,343,0,343,27,370,370,0,0
6147,2019-02-16,704,0,704,56,760,760,0,0
6148,2019-02-16,889,0,889,71,960,960,0,0
6149,2019-02-16,945,0,945,75,1020,1020,0,0
6150,2019-02-17,908,0,908,72,980,980,0,0
6151,2019-02-17,908,0,908,72,980,980,0,0
6152,2019-02-17,538,0,538,42,580,580,0,0
6153,2019-02-17,871,0,871,69,940,940,0,0
6154,2019-02-17,1121,0,1121,89,1210,1210,0,0
6155,2019-02-17,528,0,528,42,570,570,0,0
6156,2019-02-17,732,0,732,58,790,790,0,0
6157,2019-02-17,1844,-392,1452,116,1568,1568,0,0
6158,2019-02-17,454,0,454,36,490,490,0,0
6159,2019-02-17,866,-184,682,54,736,736,0,0
6160,2019-02-17,343,0,343,27,370,370,0,0
6161,2019-02-17,454,0,454,36,490,490,0,0
6162,2019-02-17,852,0,852,68,920,920,0,0
6163,2019-02-17,491,0,491,39,530,530,0,0
6164,2019-02-17,889,0,889,71,960,960,0,0
6165,2019-02-17,1232,0,1232,98,1330,1330,0,0
6166,2019-02-17,297,0,297,23,320,320,0,0
6167,2019-02-17,56,0,56,4,60,60,0,0
6168,2019-02-17,505,-54,451,35,486,486,0,0
6169,2019-02-17,399,0,399,31,430,430,0,0
6170,2019-02-17,482,0,482,38,520,520,0,0
6171,2019-02-17,389,0,389,31,420,420,0,0
6172,2019-02-17,1676,0,1676,134,1810,1810,0,0
6173,2019-02-17,899,0,899,71,970,970,0,0
6174,2019-02-17,417,0,417,33,450,450,0,0
6175,2019-02-17,1815,0,1815,145,1960,0,1960,0
6176,2019-02-17,251,0,251,19,270,270,0,0
6177,2019-02-17,1760,0,1760,140,1900,1900,0,0
6178,2019-02-17,852,0,852,68,920,920,0,0
6179,2019-02-17,47,0,47,3,50,50,0,0
6180,2019-02-17,630,0,630,50,680,680,0,0
6181,2019-02-17,454,0,454,36,490,490,0,0
6182,2019-02-17,1028,0,1028,82,1110,1110,0,0
6183,2019-02-17,621,0,621,49,670,670,0,0
6184,2019-02-17,2606,-554,2052,164,2216,2216,0,0
6185,2019-02-17,334,0,334,26,360,360,0,0
6186,2019-02-17,852,0,852,68,920,920,0,0
6187,2019-02-17,408,0,408,32,440,440,0,0
6188,2019-02-17,668,-142,526,42,568,568,0,0
6189,2019-02-17,621,0,621,49,670,670,0,0
6190,2019-02-17,639,0,639,51,690,690,0,0
6191,2019-02-17,362,0,362,28,390,390,0,0
6192,2019-02-17,973,0,973,77,1050,1050,0,0
6193,2019-02-17,231,0,231,9,240,240,0,0
6194,2019-02-17,621,0,621,49,670,670,0,0
6195,2019-02-17,454,0,454,36,490,490,0,0
6196,2019-02-17,528,0,528,42,570,570,0,0
6197,2019-02-17,417,0,417,33,450,450,0,0
6198,2019-02-17,454,0,454,36,490,490,0,0
6199,2019-02-17,908,0,908,72,980,980,0,0
6200,2019-02-17,1092,-117,975,78,1053,1053,0,0
6201,2019-02-17,630,0,630,50,680,680,0,0
6202,2019-02-17,204,0,204,16,220,220,0,0
6203,2019-02-17,547,0,547,43,590,590,0,0
6204,2019-02-17,167,0,167,13,180,180,0,0
6205,2019-02-17,251,0,251,19,270,270,0,0
6206,2019-02-17,315,0,315,25,340,340,0,0
6207,2019-02-17,908,0,908,72,980,980,0,0
6208,2019-02-17,667,0,667,53,720,720,0,0
6209,2019-02-17,1815,0,1815,145,1960,1960,0,0
6210,2019-02-17,658,0,658,52,710,710,0,0
6211,2019-02-17,1815,0,1815,145,1960,1960,0,0
6212,2019-02-17,306,0,306,24,330,330,0,0
6213,2019-02-17,1973,0,1973,157,2130,2130,0,0
6214,2019-02-17,908,0,908,72,980,980,0,0
6215,2019-02-17,1204,0,1204,96,1300,1300,0,0
6216,2019-02-17,889,0,889,71,960,960,0,0
6217,2019-02-17,806,0,806,64,870,870,0,0
6218,2019-02-17,371,0,371,29,400,400,0,0
6219,2019-02-17,501,0,501,39,540,540,0,0
6220,2019-02-17,251,0,251,19,270,270,0,0
6221,2019-02-17,112,0,112,8,120,120,0,0
6222,2019-02-17,241,0,241,19,260,260,0,0
6223,2019-02-17,501,0,501,39,540,540,0,0
6224,2019-02-17,834,0,834,66,900,900,0,0
6225,2019-02-17,639,0,639,51,690,690,0,0
6226,2019-02-17,408,0,408,32,440,440,0,0
6227,2019-02-17,1065,0,1065,85,1150,1150,0,0
6228,2019-02-17,269,0,269,21,290,290,0,0
6229,2019-02-17,1167,0,1167,93,1260,1260,0,0
6230,2019-02-17,538,0,538,42,580,580,0,0
6231,2019-02-17,436,0,436,34,470,470,0,0
6232,2019-02-17,223,0,223,17,240,240,0,0
6233,2019-02-17,232,0,232,18,250,250,0,0
6234,2019-02-17,954,0,954,76,1030,1030,0,0
6235,2019-02-17,1815,0,1815,145,1960,1960,0,0
6236,2019-02-17,862,0,862,68,930,930,0,0
6237,2019-02-17,325,0,325,25,350,350,0,0
6238,2019-02-17,232,0,232,18,250,250,0,0
6239,2019-02-17,269,0,269,21,290,290,0,0
6240,2019-02-17,389,0,389,31,420,420,0,0
6241,2019-02-17,1917,0,1917,153,2070,2070,0,0
6242,2019-02-17,547,0,547,43,590,590,0,0
6243,2019-02-17,528,0,528,42,570,570,0,0
6244,2019-02-17,760,0,760,60,820,820,0,0
6245,2019-02-17,260,0,260,20,280,280,0,0
6246,2019-02-17,519,0,519,41,560,560,0,0
6247,2019-02-17,399,0,399,31,430,430,0,0
6248,2019-02-17,112,0,112,8,120,120,0,0
6249,2019-02-17,1204,0,1204,96,1300,1300,0,0
6250,2019-02-17,788,0,788,62,850,850,0,0
6251,2019-02-17,843,0,843,67,910,910,0,0
6252,2019-02-17,945,0,945,75,1020,1020,0,0
6253,2019-02-17,788,0,788,62,850,850,0,0
6254,2019-02-17,667,0,667,53,720,720,0,0
6255,2019-02-17,658,0,658,52,710,710,0,0
6256,2019-02-17,1908,0,1908,152,2060,2060,0,0
6257,2019-02-17,1925,0,1925,145,2070,2070,0,0
6258,2019-02-17,1443,0,1443,97,1540,0,1540,0
6259,2019-02-17,741,0,741,59,800,800,0,0
6260,2019-02-17,362,0,362,28,390,390,0,0
6261,2019-02-17,556,0,556,44,600,600,0,0
6262,2019-02-17,417,0,417,33,450,450,0,0
6263,2019-02-17,556,0,556,44,600,600,0,0
6264,2019-02-17,260,0,260,20,280,280,0,0
6265,2019-02-17,1269,0,1269,101,1370,1370,0,0
6266,2019-02-17,251,0,251,19,270,270,0,0
6267,2019-02-17,445,0,445,35,480,480,0,0
6268,2019-02-17,491,0,491,39,530,530,0,0
6269,2019-02-17,2130,0,2130,170,2300,2300,0,0
6270,2019-02-17,436,0,436,34,470,470,0,0
6271,2019-02-17,1575,0,1575,125,1700,1700,0,0
6272,2019-02-17,278,0,278,22,300,300,0,0
6273,2019-02-17,788,0,788,62,850,850,0,0
6274,2019-02-17,482,0,482,38,520,520,0,0
6275,2019-02-17,2130,0,2130,170,2300,2300,0,0
6276,2019-02-17,1741,0,1741,139,1880,1880,0,0
6277,2019-02-17,788,0,788,62,850,850,0,0
6278,2019-02-17,2223,0,2223,177,2400,2400,0,0
6279,2019-02-17,510,0,510,40,550,550,0,0
6280,2019-02-17,1575,0,1575,125,1700,1700,0,0
6281,2019-02-17,815,0,815,65,880,880,0,0
6282,2019-02-17,584,0,584,46,630,630,0,0
6283,2019-02-17,649,0,649,51,700,700,0,0
6284,2019-02-17,1926,0,1926,154,2080,0,2080,0
6285,2019-02-18,676,0,676,54,730,730,0,0
6286,2019-02-18,334,0,334,26,360,360,0,0
6287,2019-02-18,769,0,769,61,830,830,0,0
6288,2019-02-18,555,0,555,35,590,590,0,0
6289,2019-02-18,1699,-182,1517,121,1638,0,1638,0
6290,2019-02-18,426,0,426,34,460,460,0,0
6291,2019-02-18,908,0,908,72,980,0,980,0
6292,2019-02-18,405,-86,319,25,344,344,0,0
6293,2019-02-18,1815,0,1815,145,1960,1960,0,0
6294,2019-02-18,769,0,769,61,830,830,0,0
6295,2019-02-18,1526,0,1526,104,1630,1630,0,0
6296,2019-02-18,510,0,510,40,550,550,0,0
6297,2019-02-18,908,0,908,72,980,980,0,0
6298,2019-02-18,288,0,288,22,310,310,0,0
6299,2019-02-18,908,0,908,72,980,980,0,0
6300,2019-02-18,436,0,436,34,470,470,0,0
6301,2019-02-18,862,0,862,68,930,930,0,0
6302,2019-02-18,1362,0,1362,108,1470,1470,0,0
6303,2019-02-18,408,0,408,32,440,440,0,0
6304,2019-02-18,417,0,417,33,450,450,0,0
6305,2019-02-18,769,0,769,61,830,830,0,0
6306,2019-02-18,325,0,325,25,350,350,0,0
6307,2019-02-18,1362,0,1362,108,1470,1470,0,0
6308,2019-02-18,269,0,269,21,290,290,0,0
6309,2019-02-18,417,0,417,33,450,450,0,0
6310,2019-02-18,593,0,593,47,640,640,0,0
6311,2019-02-18,454,0,454,36,490,490,0,0
6312,2019-02-18,260,0,260,20,280,280,0,0
6313,2019-02-18,908,0,908,72,980,980,0,0
6314,2019-02-18,908,0,908,72,980,980,0,0
6315,2019-02-18,139,0,139,11,150,150,0,0
6316,2019-02-18,232,0,232,18,250,250,0,0
6317,2019-02-18,1815,0,1815,145,1960,1960,0,0
6318,2019-02-18,1102,0,1102,88,1190,1190,0,0
6319,2019-02-18,751,0,751,59,810,810,0,0
6320,2019-02-18,1510,0,1510,120,1630,1630,0,0
6321,2019-02-18,501,0,501,39,540,540,0,0
6322,2019-02-18,417,0,417,33,450,450,0,0
6323,2019-02-18,445,0,445,35,480,480,0,0
6324,2019-02-18,379,0,379,21,400,400,0,0
6325,2019-02-18,1232,0,1232,98,1330,1330,0,0
6326,2019-02-18,491,0,491,39,530,530,0,0
6327,2019-02-18,473,0,473,37,510,510,0,0
6328,2019-02-18,556,0,556,44,600,600,0,0
6329,2019-02-18,917,0,917,73,990,990,0,0
6330,2019-02-18,278,0,278,22,300,300,0,0
6331,2019-02-18,741,0,741,59,800,800,0,0
6332,2019-02-18,371,0,371,29,400,400,0,0
6333,2019-02-18,297,0,297,23,320,320,0,0
6334,2019-02-18,1065,0,1065,85,1150,1150,0,0
6335,2019-02-18,352,0,352,28,380,380,0,0
6336,2019-02-18,1038,0,1038,82,1120,1120,0,0
6337,2019-02-18,825,0,825,65,890,890,0,0
6338,2019-02-18,528,0,528,42,570,570,0,0
6339,2019-02-18,917,0,917,73,990,990,0,0
6340,2019-02-18,575,0,575,45,620,620,0,0
6341,2019-02-18,297,0,297,23,320,320,0,0
6342,2019-02-18,1593,0,1593,127,1720,1720,0,0
6343,2019-02-18,306,0,306,24,330,330,0,0
6344,2019-02-18,686,0,686,54,740,740,0,0
6345,2019-02-18,167,0,167,13,180,180,0,0
6346,2019-02-18,223,0,223,17,240,240,0,0
6347,2019-02-18,575,0,575,45,620,620,0,0
6348,2019-02-18,176,0,176,14,190,190,0,0
6349,2019-02-18,686,0,686,54,740,740,0,0
