,date,Gross Sales,Discounts,Net Sales,Tax,Total Collected,Cash,Card,PayPay
25816,2019-07-08,2130,0,2130,170,2300,2300,0,0
25817,2019-07-08,1575,0,1575,125,1700,1700,0,0
25818,2019-07-08,260,0,260,20,280,280,0,0
25819,2019-07-08,-389,0,-389,-31,-420,-420,0,0
25820,2019-07-08,788,0,788,62,850,850,0,0
25821,2019-07-08,-788,0,-788,-62,-850,-850,0,0
25822,2019-07-08,389,0,389,31,420,420,0,0
25823,2019-07-08,-389,0,-389,-31,-420,-420,0,0
25824,2019-07-08,389,0,389,31,420,420,0,0
25825,2019-07-09,389,0,389,31,420,420,0,0
25826,2019-07-09,454,0,454,36,490,490,0,0
25827,2019-07-09,306,0,306,24,330,330,0,0
25828,2019-07-09,1186,0,1186,94,1280,1280,0,0
25829,2019-07-09,649,0,649,51,700,700,0,0
25830,2019-07-09,325,0,325,25,350,350,0,0
25831,2019-07-09,241,0,241,19,260,260,0,0
25832,2019-07-09,365,-39,326,25,351,351,0,0
25833,2019-07-09,130,0,130,10,140,140,0,0
25834,2019-07-09,371,0,371,29,400,400,0,0
25835,2019-07-09,2139,0,2139,171,2310,2310,0,0
25836,2019-07-09,471,0,471,19,490,490,0,0
25837,2019-07-09,1278,0,1278,102,1380,0,1380,0
25838,2019-07-09,639,0,639,51,690,690,0,0
25839,2019-07-09,652,-69,583,38,621,621,0,0
25840,2019-07-09,241,0,241,19,260,260,0,0
25841,2019-07-09,149,0,149,11,160,160,0,0
25842,2019-07-09,204,0,204,16,220,220,0,0
25843,2019-07-09,343,0,343,27,370,370,0,0
25844,2019-07-09,686,0,686,54,740,740,0,0
25845,2019-07-09,1232,0,1232,98,1330,1330,0,0
25846,2019-07-09,501,0,501,39,540,540,0,0
25847,2019-07-10,908,0,908,72,980,980,0,0
25848,2019-07-10,908,0,908,72,980,980,0,0
25849,2019-07-10,908,0,908,72,980,980,0,0
25850,2019-07-10,1269,0,1269,101,1370,1370,0,0
25851,2019-07-10,1815,0,1815,145,1960,1960,0,0
25852,2019-07-10,1241,0,1241,99,1340,1340,0,0
25853,2019-07-10,519,0,519,41,560,560,0,0
25854,2019-07-10,991,0,991,79,1070,1070,0,0
25855,2019-07-10,436,0,436,34,470,470,0,0
25856,2019-07-10,945,0,945,75,1020,1020,0,0
25857,2019-07-10,908,0,908,72,980,980,0,0
25858,2019-07-10,1923,-206,1717,137,1854,1854,0,0
25859,2019-07-10,473,0,473,37,510,510,0,0
25860,2019-07-10,908,0,908,72,980,980,0,0
25861,2019-07-10,482,0,482,38,520,520,0,0
25862,2019-07-10,463,0,463,37,500,500,0,0
25863,2019-07-10,621,0,621,49,670,670,0,0
25864,2019-07-10,251,0,251,19,270,270,0,0
25865,2019-07-10,908,0,908,72,980,980,0,0
25866,2019-07-10,473,0,473,37,510,510,0,0
25867,2019-07-10,379,0,379,21,400,400,0,0
25868,2019-07-10,315,0,315,25,340,340,0,0
25869,2019-07-10,1038,0,1038,82,1120,1120,0,0
25870,2019-07-10,695,0,695,55,750,750,0,0
25871,2019-07-10,528,0,528,42,570,570,0,0
25872,2019-07-10,1288,0,1288,102,1390,1390,0,0
25873,2019-07-10,1084,0,1084,86,1170,1170,0,0
25874,2019-07-10,686,0,686,54,740,740,0,0
25875,2019-07-10,473,0,473,37,510,0,0,510
25876,2019-07-10,1121,-120,1001,79,1080,1080,0,0
25877,2019-07-10,297,0,297,23,320,320,0,0
25878,2019-07-10,371,0,371,29,400,400,0,0
25879,2019-07-10,936,0,936,74,1010,1010,0,0
25880,2019-07-10,444,0,444,26,470,470,0,0
25881,2019-07-10,315,0,315,25,340,340,0,0
25882,2019-07-10,315,0,315,25,340,340,0,0
25883,2019-07-10,963,0,963,77,1040,1040,0,0
25884,2019-07-10,380,0,380,30,410,410,0,0
25885,2019-07-10,3501,0,3501,279,3780,3780,0,0
25886,2019-07-10,306,0,306,24,330,330,0,0
25887,2019-07-10,473,0,473,37,510,510,0,0
25888,2019-07-10,491,0,491,39,530,530,0,0
25889,2019-07-10,1981,0,1981,149,2130,2130,0,0
25890,2019-07-10,658,0,658,52,710,710,0,0
25891,2019-07-10,149,0,149,11,160,160,0,0
25892,2019-07-10,760,0,760,60,820,820,0,0
25893,2019-07-10,630,0,630,50,680,0,680,0
25894,2019-07-10,1575,0,1575,125,1700,0,1700,0
25895,2019-07-10,371,0,371,29,400,0,400,0
25896,2019-07-10,1065,0,1065,85,1150,1150,0,0
25897,2019-07-10,908,0,908,72,980,980,0,0
25898,2019-07-10,908,0,908,72,980,980,0,0
25899,2019-07-10,288,0,288,22,310,310,0,0
25900,2019-07-10,797,0,797,63,860,860,0,0
25901,2019-07-10,2723,0,2723,217,2940,2940,0,0
25902,2019-07-10,436,0,436,34,470,470,0,0
25903,2019-07-10,343,0,343,27,370,370,0,0
25904,2019-07-10,607,-65,542,43,585,585,0,0
25905,2019-07-10,407,0,407,23,430,430,0,0
25906,2019-07-10,834,0,834,66,900,900,0,0
25907,2019-07-10,806,0,806,64,870,870,0,0
25908,2019-07-10,1575,0,1575,125,1700,1700,0,0
25909,2019-07-10,1575,0,1575,125,1700,0,1700,0
25910,2019-07-10,223,0,223,17,240,0,240,0
25911,2019-07-10,621,0,621,49,670,670,0,0
25912,2019-07-10,538,0,538,42,580,580,0,0
25913,2019-07-10,1575,0,1575,125,1700,1700,0,0
25914,2019-07-10,510,0,510,40,550,550,0,0
25915,2019-07-10,473,0,473,37,510,510,0,0
25916,2019-07-10,167,0,167,13,180,180,0,0
25917,2019-07-10,554,0,554,26,580,580,0,0
25918,2019-07-10,5278,0,5278,422,5700,0,5700,0
25919,2019-07-10,1825,0,1825,145,1970,1970,0,0
25920,2019-07-10,788,0,788,62,850,850,0,0
25921,2019-07-10,2362,0,2362,188,2550,2550,0,0
25922,2019-07-10,501,0,501,39,540,540,0,0
25923,2019-07-10,204,0,204,16,220,0,220,0
25924,2019-07-10,1575,0,1575,125,1700,1700,0,0
25925,2019-07-10,416,0,416,24,440,440,0,0
25926,2019-07-10,741,0,741,59,800,0,800,0
25927,2019-07-10,1417,0,1417,113,1530,0,1530,0
25928,2019-07-10,871,0,871,69,940,940,0,0
25929,2019-07-10,167,0,167,13,180,180,0,0
25930,2019-07-10,973,0,973,77,1050,1050,0,0
25931,2019-07-10,945,0,945,75,1020,1020,0,0
25932,2019-07-10,788,0,788,62,850,850,0,0
25933,2019-07-10,639,0,639,51,690,0,690,0
25934,2019-07-10,547,0,547,43,590,590,0,0
25935,2019-07-10,519,0,519,41,560,560,0,0
25936,2019-07-10,1575,0,1575,125,1700,1700,0,0
25937,2019-07-10,278,0,278,22,300,300,0,0
25938,2019-07-10,788,0,788,62,850,850,0,0
25939,2019-07-10,649,0,649,51,700,700,0,0
25940,2019-07-10,556,0,556,44,600,600,0,0
25941,2019-07-10,741,0,741,59,800,800,0,0
25942,2019-07-10,371,0,371,29,400,400,0,0
25943,2019-07-10,389,0,389,31,420,420,0,0
25944,2019-07-10,389,0,389,31,420,420,0,0
25945,2019-07-10,-1149,0,-1149,-91,-1240,-1240,0,0
25946,2019-07-10,1149,0,1149,91,1240,1240,0,0
25947,2019-07-10,751,0,751,59,810,810,0,0
25948,2019-07-10,277,0,277,13,290,290,0,0
25949,2019-07-10,778,0,778,62,840,840,0,0
25950,2019-07-10,334,0,334,26,360,360,0,0
25951,2019-07-10,815,0,815,65,880,880,0,0
25952,2019-07-10,482,0,482,38,520,520,0,0
25953,2019-07-10,1112,0,1112,88,1200,1200,0,0
25954,2019-07-10,769,0,769,61,830,830,0,0
25955,2019-07-10,1306,0,1306,104,1410,1410,0,0
25956,2019-07-10,343,0,343,27,370,370,0,0
25957,2019-07-10,388,0,388,22,410,410,0,0
25958,2019-07-10,260,0,260,20,280,280,0,0
25959,2019-07-10,260,0,260,20,280,0,280,0
25960,2019-07-10,871,0,871,69,940,940,0,0
25961,2019-07-10,167,0,167,13,180,180,0,0
25962,2019-07-10,593,0,593,47,640,640,0,0
25963,2019-07-10,565,0,565,45,610,610,0,0
25964,2019-07-10,260,0,260,20,280,280,0,0
25965,2019-07-10,2426,0,2426,194,2620,0,2620,0
25966,2019-07-10,538,0,538,42,580,580,0,0
25967,2019-07-10,1075,0,1075,85,1160,1160,0,0
25968,2019-07-11,908,0,908,72,980,980,0,0
25969,2019-07-11,1297,0,1297,103,1400,1400,0,0
25970,2019-07-11,297,0,297,23,320,320,0,0
25971,2019-07-11,2158,0,2158,172,2330,2330,0,0
25972,2019-07-11,908,0,908,72,980,980,0,0
25973,2019-07-11,417,0,417,33,450,450,0,0
25974,2019-07-11,889,0,889,71,960,960,0,0
25975,2019-07-11,346,-37,309,24,333,333,0,0
25976,2019-07-11,4213,0,4213,337,4550,4550,0,0
25977,2019-07-11,1797,0,1797,143,1940,0,1940,0
25978,2019-07-11,908,0,908,72,980,980,0,0
25979,2019-07-11,908,0,908,72,980,980,0,0
25980,2019-07-11,343,0,343,27,370,370,0,0
25981,2019-07-11,908,0,908,72,980,980,0,0
25982,2019-07-11,1343,0,1343,107,1450,1450,0,0
25983,2019-07-11,778,0,778,62,840,840,0,0
25984,2019-07-11,691,-74,617,49,666,666,0,0
25985,2019-07-11,223,0,223,17,240,240,0,0
25986,2019-07-11,556,0,556,44,600,600,0,0
25987,2019-07-11,547,0,547,43,590,590,0,0
25988,2019-07-11,315,0,315,25,340,340,0,0
25989,2019-07-11,553,0,553,17,570,570,0,0
25990,2019-07-11,362,0,362,28,390,390,0,0
25991,2019-07-11,991,0,991,79,1070,1070,0,0
25992,2019-07-11,1038,0,1038,82,1120,1120,0,0
25993,2019-07-11,602,0,602,48,650,0,650,0
25994,2019-07-11,1010,0,1010,80,1090,0,1090,0
25995,2019-07-11,880,0,880,70,950,950,0,0
25996,2019-07-11,519,0,519,41,560,560,0,0
25997,2019-07-11,954,0,954,76,1030,1030,0,0
25998,2019-07-11,1704,0,1704,136,1840,1840,0,0
25999,2019-07-11,491,0,491,39,530,530,0,0
26000,2019-07-11,362,0,362,28,390,390,0,0
26001,2019-07-11,769,0,769,61,830,830,0,0
26002,2019-07-11,612,0,612,48,660,660,0,0
26003,2019-07-11,436,0,436,34,470,470,0,0
26004,2019-07-11,908,0,908,72,980,980,0,0
26005,2019-07-11,139,0,139,11,150,150,0,0
26006,2019-07-11,315,0,315,25,340,340,0,0
26007,2019-07-11,-1297,0,-1297,-103,-1400,-1400,0,0
26008,2019-07-11,1297,0,1297,103,1400,1400,0,0
26009,2019-07-11,416,0,416,24,440,440,0,0
26010,2019-07-11,297,0,297,23,320,320,0,0
26011,2019-07-11,889,0,889,71,960,960,0,0
26012,2019-07-11,834,0,834,66,900,900,0,0
26013,2019-07-11,371,0,371,29,400,400,0,0
26014,2019-07-11,990,0,990,70,1060,1060,0,0
26015,2019-07-11,482,0,482,38,520,520,0,0
26016,2019-07-11,167,0,167,13,180,180,0,0
26017,2019-07-11,815,0,815,65,880,880,0,0
26018,2019-07-11,908,0,908,72,980,980,0,0
26019,2019-07-11,769,0,769,61,830,830,0,0
26020,2019-07-11,149,0,149,11,160,160,0,0
26021,2019-07-11,362,0,362,28,390,390,0,0
26022,2019-07-11,908,0,908,72,980,980,0,0
26023,2019-07-11,445,0,445,35,480,480,0,0
26024,2019-07-11,686,0,686,54,740,740,0,0
26025,2019-07-11,700,-75,625,50,675,675,0,0
26026,2019-07-11,1038,0,1038,82,1120,1120,0,0
26027,2019-07-11,388,0,388,22,410,410,0,0
26028,2019-07-11,232,0,232,18,250,250,0,0
26029,2019-07-11,362,0,362,28,390,390,0,0
26030,2019-07-11,472,0,472,28,500,500,0,0
26031,2019-07-11,639,0,639,51,690,690,0,0
26032,2019-07-11,389,0,389,31,420,420,0,0
26033,2019-07-11,1269,0,1269,101,1370,1370,0,0
26034,2019-07-11,908,0,908,72,980,980,0,0
26035,2019-07-11,908,0,908,72,980,980,0,0
26036,2019-07-11,546,0,546,34,580,580,0,0
26037,2019-07-11,1815,0,1815,145,1960,1960,0,0
26038,2019-07-11,760,0,760,60,820,820,0,0
26039,2019-07-11,788,0,788,62,850,850,0,0
26040,2019-07-11,371,0,371,29,400,400,0,0
26041,2019-07-11,778,0,778,62,840,840,0,0
26042,2019-07-11,389,0,389,31,420,420,0,0
26043,2019-07-11,371,0,371,29,400,400,0,0
26044,2019-07-11,269,0,269,21,290,290,0,0
26045,2019-07-11,315,0,315,25,340,340,0,0
26046,2019-07-11,315,0,315,25,340,340,0,0
26047,2019-07-11,1278,0,1278,102,1380,0,1380,0
26048,2019-07-11,260,0,260,20,280,280,0,0
26049,2019-07-11,519,0,519,41,560,560,0,0
26050,2019-07-11,24,0,24,1,25,25,0,0
26051,2019-07-11,667,0,667,53,720,0,0,720
26052,2019-07-11,667,0,667,53,720,720,0,0
26053,2019-07-11,584,0,584,46,630,630,0,0
26054,2019-07-11,278,0,278,22,300,300,0,0
26055,2019-07-11,186,0,186,14,200,200,0,0
26056,2019-07-11,621,0,621,49,670,0,670,0
26057,2019-07-11,899,0,899,71,970,970,0,0
26058,2019-07-11,862,0,862,68,930,930,0,0
26059,2019-07-11,1121,0,1121,89,1210,1210,0,0
26060,2019-07-11,408,0,408,32,440,440,0,0
26061,2019-07-11,593,0,593,47,640,640,0,0
26062,2019-07-11,1038,0,1038,82,1120,1120,0,0
26063,2019-07-11,815,0,815,65,880,880,0,0
26064,2019-07-11,343,0,343,27,370,370,0,0
26065,2019-07-11,519,0,519,41,560,560,0,0
26066,2019-07-11,1167,0,1167,93,1260,1260,0,0
26067,2019-07-11,482,0,482,38,520,520,0,0
26068,2019-07-11,195,0,195,15,210,210,0,0
26069,2019-07-11,467,0,467,37,504,504,0,0
26070,2019-07-11,639,0,639,51,690,690,0,0
26071,2019-07-11,575,0,575,45,620,620,0,0
26072,2019-07-11,602,0,602,48,650,650,0,0
26073,2019-07-11,371,0,371,29,400,400,0,0
26074,2019-07-11,269,0,269,21,290,290,0,0
26075,2019-07-11,501,0,501,39,540,540,0,0
26076,2019-07-11,417,0,417,33,450,450,0,0
26077,2019-07-11,371,0,371,29,400,400,0,0
26078,2019-07-11,436,0,436,34,470,470,0,0
26079,2019-07-11,232,0,232,18,250,250,0,0
26080,2019-07-11,1380,0,1380,110,1490,1490,0,0
26081,2019-07-11,616,0,616,49,665,665,0,0
26082,2019-07-11,269,0,269,21,290,290,0,0
26083,2019-07-11,788,0,788,62,850,850,0,0
26084,2019-07-11,788,0,788,62,850,0,0,850
26085,2019-07-11,1575,0,1575,125,1700,1700,0,0
26086,2019-07-11,917,0,917,73,990,990,0,0
26087,2019-07-11,314,0,314,16,330,330,0,0
26088,2019-07-11,1149,0,1149,91,1240,1240,0,0
26089,2019-07-11,788,0,788,62,850,850,0,0
26090,2019-07-11,741,0,741,59,800,800,0,0
26091,2019-07-11,495,-53,442,35,477,477,0,0
26092,2019-07-11,269,0,269,21,290,290,0,0
26093,2019-07-11,519,0,519,41,560,560,0,0
26094,2019-07-11,2362,0,2362,188,2550,2550,0,0
26095,2019-07-11,1028,0,1028,82,1110,1110,0,0
26096,2019-07-11,315,0,315,25,340,340,0,0
26097,2019-07-11,389,0,389,31,420,420,0,0
26098,2019-07-11,325,0,325,25,350,350,0,0
26099,2019-07-11,612,0,612,48,660,660,0,0
26100,2019-07-11,232,0,232,18,250,250,0,0
26101,2019-07-11,463,0,463,37,500,500,0,0
26102,2019-07-11,288,0,288,22,310,310,0,0
26103,2019-07-11,1575,0,1575,125,1700,1700,0,0
26104,2019-07-11,260,0,260,20,280,280,0,0
26105,2019-07-11,1575,0,1575,125,1700,1700,0,0
26106,2019-07-11,1223,0,1223,97,1320,1320,0,0
26107,2019-07-11,973,0,973,77,1050,1050,0,0
26108,2019-07-11,334,0,334,26,360,360,0,0
26109,2019-07-11,2130,0,2130,170,2300,2300,0,0
26110,2019-07-11,334,0,334,26,360,360,0,0
26111,2019-07-12,1075,0,1075,85,1160,1160,0,0
26112,2019-07-12,1278,0,1278,102,1380,1380,0,0
26113,2019-07-12,2454,0,2454,196,2650,2650,0,0
26114,2019-07-12,149,0,149,11,160,160,0,0
26115,2019-07-12,501,0,501,39,540,540,0,0
26116,2019-07-12,962,0,962,68,1030,1030,0,0
26117,2019-07-12,2121,0,2121,169,2290,0,2290,0
26118,2019-07-12,167,0,167,13,180,180,0,0
26119,2019-07-12,528,0,528,42,570,570,0,0
26120,2019-07-12,565,0,565,45,610,610,0,0
26121,2019-07-12,399,0,399,31,430,430,0,0
26122,2019-07-12,991,0,991,79,1070,1070,0,0
26123,2019-07-12,1185,0,1185,85,1270,1270,0,0
26124,2019-07-12,297,0,297,23,320,320,0,0
26125,2019-07-12,269,0,269,21,290,290,0,0
26126,2019-07-12,352,0,352,28,380,380,0,0
26127,2019-07-12,1815,0,1815,145,1960,1960,0,0
26128,2019-07-12,352,0,352,28,380,380,0,0
26129,2019-07-12,1175,0,1175,85,1260,1260,0,0
26130,2019-07-12,389,0,389,31,420,420,0,0
26131,2019-07-12,584,0,584,46,630,630,0,0
26132,2019-07-12,1751,0,1751,139,1890,0,1890,0
26133,2019-07-12,297,0,297,23,320,320,0,0
26134,2019-07-12,1848,-198,1650,132,1782,1782,0,0
26135,2019-07-12,556,0,556,44,600,600,0,0
26136,2019-07-12,445,0,445,35,480,480,0,0
26137,2019-07-12,667,0,667,53,720,720,0,0
26138,2019-07-12,1130,0,1130,90,1220,1220,0,0
26139,2019-07-12,2713,0,2713,217,2930,2930,0,0
26140,2019-07-12,713,0,713,57,770,770,0,0
26141,2019-07-12,908,0,908,72,980,0,980,0
26142,2019-07-12,1445,0,1445,115,1560,1560,0,0
26143,2019-07-12,1815,0,1815,145,1960,1960,0,0
26144,2019-07-12,639,0,639,51,690,690,0,0
26145,2019-07-12,-908,0,-908,-72,-980,-980,0,0
26146,2019-07-12,417,0,417,33,450,450,0,0
26147,2019-07-12,232,0,232,18,250,250,0,0
26148,2019-07-12,336,-36,300,24,324,324,0,0
26149,2019-07-12,167,0,167,13,180,180,0,0
26150,2019-07-12,1352,0,1352,108,1460,1460,0,0
26151,2019-07-12,297,0,297,23,320,320,0,0
26152,2019-07-12,880,0,880,70,950,950,0,0
26153,2019-07-12,686,0,686,54,740,740,0,0
26154,2019-07-12,1334,0,1334,106,1440,1440,0,0
26155,2019-07-12,2547,0,2547,203,2750,0,2750,0
26156,2019-07-12,1815,0,1815,145,1960,1960,0,0
26157,2019-07-12,420,-45,375,30,405,405,0,0
26158,2019-07-12,315,0,315,25,340,340,0,0
26159,2019-07-12,575,0,575,45,620,620,0,0
26160,2019-07-12,797,0,797,63,860,860,0,0
26161,2019-07-12,362,0,362,28,390,390,0,0
26162,2019-07-12,380,0,380,30,410,410,0,0
26163,2019-07-12,806,0,806,64,870,870,0,0
26164,2019-07-12,306,0,306,24,330,330,0,0
26165,2019-07-12,556,0,556,44,600,600,0,0
26166,2019-07-12,686,0,686,54,740,740,0,0
26167,2019-07-12,1167,0,1167,93,1260,1260,0,0
26168,2019-07-12,565,0,565,45,610,610,0,0
26169,2019-07-12,325,0,325,25,350,350,0,0
26170,2019-07-12,389,0,389,31,420,420,0,0
26171,2019-07-12,760,0,760,60,820,0,820,0
26172,2019-07-12,1463,0,1463,117,1580,1580,0,0
26173,2019-07-12,445,0,445,35,480,0,480,0
26174,2019-07-12,1036,0,1036,74,1110,1110,0,0
26175,2019-07-12,1075,0,1075,85,1160,1160,0,0
26176,2019-07-12,778,0,778,62,840,840,0,0
26177,2019-07-12,1278,0,1278,102,1380,1380,0,0
26178,2019-07-12,417,0,417,33,450,450,0,0
26179,2019-07-12,388,0,388,22,410,410,0,0
26180,2019-07-12,1815,0,1815,145,1960,1960,0,0
26181,2019-07-12,1260,0,1260,100,1360,1360,0,0
26182,2019-07-12,797,0,797,63,860,860,0,0
26183,2019-07-12,538,0,538,42,580,580,0,0
26184,2019-07-12,695,0,695,55,750,750,0,0
26185,2019-07-12,195,0,195,15,210,210,0,0
26186,2019-07-12,380,0,380,30,410,410,0,0
26187,2019-07-12,880,0,880,70,950,950,0,0
26188,2019-07-12,435,0,435,25,460,460,0,0
26189,2019-07-12,371,0,371,29,400,400,0,0
26190,2019-07-12,500,0,500,40,540,540,0,0
26191,2019-07-12,658,0,658,52,710,710,0,0
26192,2019-07-12,889,0,889,71,960,960,0,0
26193,2019-07-12,223,0,223,17,240,240,0,0
26194,2019-07-12,556,0,556,44,600,600,0,0
26195,2019-07-12,1612,0,1612,128,1740,0,1740,0
26196,2019-07-12,426,0,426,34,460,460,0,0
26197,2019-07-12,232,0,232,18,250,250,0,0
26198,2019-07-12,306,0,306,24,330,330,0,0
26199,2019-07-12,269,0,269,21,290,290,0,0
26200,2019-07-12,-139,0,-139,-11,-150,0,0,-150
26201,2019-07-12,255,-54,201,15,216,216,0,0
26202,2019-07-12,880,0,880,70,950,950,0,0
26203,2019-07-12,1463,0,1463,117,1580,1580,0,0
26204,2019-07-12,1491,0,1491,119,1610,1610,0,0
26205,2019-07-12,788,0,788,62,850,850,0,0
26206,2019-07-12,788,0,788,62,850,850,0,0
26207,2019-07-12,139,0,139,11,150,0,0,150
26208,2019-07-12,982,0,982,78,1060,0,1060,0
26209,2019-07-12,-110,0,-110,0,-110,0,0,-110
26210,2019-07-12,639,0,639,51,690,690,0,0
26211,2019-07-12,1047,0,1047,83,1130,1130,0,0
26212,2019-07-12,241,0,241,19,260,260,0,0
26213,2019-07-12,2723,0,2723,217,2940,2940,0,0
26214,2019-07-12,1556,0,1556,124,1680,1680,0,0
26215,2019-07-12,686,0,686,54,740,740,0,0
26216,2019-07-12,904,-192,712,56,768,768,0,0
26217,2019-07-12,398,0,398,22,420,420,0,0
26218,2019-07-12,110,0,110,0,110,0,0,110
26219,2019-07-12,371,0,371,29,400,400,0,0
26220,2019-07-12,2001,0,2001,159,2160,2160,0,0
26221,2019-07-12,945,0,945,75,1020,1020,0,0
26222,2019-07-12,595,0,595,47,642,642,0,0
26223,2019-07-12,538,0,538,42,580,580,0,0
26224,2019-07-12,473,0,473,37,510,510,0,0
26225,2019-07-12,778,0,778,62,840,840,0,0
26226,2019-07-12,575,0,575,45,620,620,0,0
26227,2019-07-12,352,0,352,28,380,380,0,0
26228,2019-07-12,1621,0,1621,129,1750,1750,0,0
26229,2019-07-12,501,0,501,39,540,540,0,0
26230,2019-07-12,788,0,788,62,850,850,0,0
26231,2019-07-12,1195,0,1195,95,1290,1290,0,0
26232,2019-07-12,649,0,649,51,700,700,0,0
26233,2019-07-12,260,0,260,20,280,280,0,0
26234,2019-07-12,176,0,176,14,190,190,0,0
26235,2019-07-12,741,0,741,59,800,800,0,0
26236,2019-07-12,1047,0,1047,83,1130,1130,0,0
26237,2019-07-12,954,0,954,76,1030,1030,0,0
26238,2019-07-12,973,0,973,77,1050,1050,0,0
26239,2019-07-12,343,0,343,27,370,370,0,0
26240,2019-07-12,834,0,834,66,900,900,0,0
26241,2019-07-12,538,0,538,42,580,580,0,0
26242,2019-07-12,1112,0,1112,88,1200,1200,0,0
26243,2019-07-12,527,-112,415,33,448,448,0,0
26244,2019-07-12,1158,0,1158,92,1250,1250,0,0
26245,2019-07-12,797,0,797,63,860,860,0,0
26246,2019-07-12,612,0,612,48,660,660,0,0
26247,2019-07-12,871,0,871,69,940,940,0,0
26248,2019-07-12,788,0,788,62,850,0,850,0
26249,2019-07-12,788,0,788,62,850,850,0,0
26250,2019-07-12,501,0,501,39,540,540,0,0
26251,2019-07-12,788,0,788,62,850,850,0,0
26252,2019-07-12,862,0,862,68,930,930,0,0
26253,2019-07-12,788,0,788,62,850,850,0,0
26254,2019-07-12,1639,0,1639,131,1770,1770,0,0
26255,2019-07-12,556,0,556,44,600,600,0,0
26256,2019-07-12,788,0,788,62,850,850,0,0
26257,2019-07-12,732,0,732,58,790,790,0,0
26258,2019-07-12,417,0,417,33,450,0,450,0
26259,2019-07-12,1575,0,1575,125,1700,1700,0,0
26260,2019-07-12,1482,0,1482,118,1600,1600,0,0
26261,2019-07-12,1343,0,1343,107,1450,1450,0,0
26262,2019-07-12,1852,0,1852,148,2000,2000,0,0
26263,2019-07-12,1158,0,1158,92,1250,1250,0,0
26264,2019-07-12,954,0,954,76,1030,1030,0,0
26265,2019-07-12,2130,0,2130,170,2300,2300,0,0
26266,2019-07-12,2194,0,2194,166,2360,0,2360,0
26267,2019-07-12,1741,0,1741,139,1880,1880,0,0
26268,2019-07-12,2065,0,2065,165,2230,2230,0,0
26269,2019-07-13,760,0,760,60,820,820,0,0
26270,2019-07-13,1038,0,1038,82,1120,1120,0,0
26271,2019-07-13,1815,0,1815,145,1960,0,1960,0
26272,2019-07-13,1825,0,1825,145,1970,1970,0,0
26273,2019-07-13,2602,0,2602,208,2810,2810,0,0
26274,2019-07-13,1251,0,1251,99,1350,1350,0,0
26275,2019-07-13,1815,0,1815,145,1960,1960,0,0
26276,2019-07-13,704,0,704,56,760,760,0,0
26277,2019-07-13,1380,0,1380,110,1490,1490,0,0
26278,2019-07-13,352,0,352,28,380,380,0,0
26279,2019-07-13,1075,0,1075,85,1160,1160,0,0
26280,2019-07-13,399,0,399,31,430,430,0,0
26281,2019-07-13,1315,0,1315,105,1420,1420,0,0
26282,2019-07-13,389,0,389,31,420,420,0,0
26283,2019-07-13,704,0,704,56,760,760,0,0
26284,2019-07-13,851,0,851,59,910,910,0,0
26285,2019-07-13,760,0,760,60,820,820,0,0
26286,2019-07-13,112,0,112,8,120,120,0,0
26287,2019-07-13,908,0,908,72,980,980,0,0
26288,2019-07-13,278,0,278,22,300,300,0,0
26289,2019-07-13,732,0,732,58,790,790,0,0
26290,2019-07-13,223,0,223,17,240,240,0,0
26291,2019-07-13,751,0,751,59,810,810,0,0
26292,2019-07-13,1815,0,1815,145,1960,1960,0,0
26293,2019-07-13,491,0,491,39,530,530,0,0
26294,2019-07-13,167,0,167,13,180,180,0,0
26295,2019-07-13,482,0,482,38,520,520,0,0
26296,2019-07-13,2723,0,2723,217,2940,2940,0,0
26297,2019-07-13,834,0,834,66,900,900,0,0
26298,2019-07-13,1815,0,1815,145,1960,1960,0,0
26299,2019-07-13,1380,0,1380,110,1490,1490,0,0
26300,2019-07-13,3092,0,3092,238,3330,3330,0,0
26301,2019-07-13,611,0,611,39,650,650,0,0
26302,2019-07-13,682,-73,609,48,657,657,0,0
26303,2019-07-13,1121,0,1121,89,1210,1210,0,0
26304,2019-07-13,1408,0,1408,112,1520,1520,0,0
26305,2019-07-13,889,0,889,71,960,0,960,0
26306,2019-07-13,371,0,371,29,400,400,0,0
26307,2019-07-13,1109,-118,991,71,1062,1062,0,0
26308,2019-07-13,2788,0,2788,222,3010,3010,0,0
26309,2019-07-13,473,0,473,37,510,510,0,0
26310,2019-07-13,704,0,704,56,760,760,0,0
26311,2019-07-13,3825,0,3825,305,4130,4130,0,0
26312,2019-07-13,954,0,954,76,1030,1030,0,0
26313,2019-07-13,584,0,584,46,630,630,0,0
26314,2019-07-13,352,0,352,28,380,380,0,0
26315,2019-07-13,1815,0,1815,145,1960,0,1960,0
26316,2019-07-13,2038,0,2038,162,2200,2200,0,0
26317,2019-07-13,2740,0,2740,210,2950,2950,0,0
26318,2019-07-13,954,0,954,76,1030,1030,0,0
26319,2019-07-13,1815,0,1815,145,1960,1960,0,0
26320,2019-07-13,1815,0,1815,145,1960,1960,0,0
26321,2019-07-13,639,0,639,51,690,690,0,0
26322,2019-07-13,1018,-109,909,72,981,981,0,0
26323,2019-07-13,278,0,278,22,300,300,0,0
26324,2019-07-13,3176,0,3176,254,3430,3430,0,0
26325,2019-07-13,482,0,482,38,520,520,0,0
26326,2019-07-13,825,0,825,65,890,890,0,0
26327,2019-07-13,167,0,167,13,180,180,0,0
26328,2019-07-13,306,0,306,24,330,330,0,0
